system:index,date,lake_bottom_temperature,.geo
19800101,1980-01-01,2.1840380530769205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800102,1980-01-02,2.1827443278098452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800103,1980-01-03,2.180998531306492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800104,1980-01-04,2.18140012746961E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800105,1980-01-05,2.18241913009725E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800106,1980-01-06,2.1828301027688885E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800107,1980-01-07,2.18322877945903E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800108,1980-01-08,2.1832187139641142E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800109,1980-01-09,2.1828989515141737E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800110,1980-01-10,2.1824794886683306E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800111,1980-01-11,2.180263296024117E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800112,1980-01-12,2.1772220983886325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800113,1980-01-13,2.1749138169319153E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800114,1980-01-14,2.1741041502390712E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800115,1980-01-15,2.1737474612449455E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800116,1980-01-16,2.172906251353767E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800117,1980-01-17,2.1721720914079356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800118,1980-01-18,2.1718876138668E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800119,1980-01-19,2.1717825135355973E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800120,1980-01-20,2.1717773883372158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800121,1980-01-21,2.1722377855214965E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800122,1980-01-22,2.1730810432725734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800123,1980-01-23,2.173964456883223E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800124,1980-01-24,2.1750936904564023E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800125,1980-01-25,2.175665578479639E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800126,1980-01-26,2.1758937197585112E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800127,1980-01-27,2.1751879642272046E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800128,1980-01-28,2.1741759098197103E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800129,1980-01-29,2.1741000630832183E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800130,1980-01-30,2.1757670406602103E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800131,1980-01-31,2.179228129282058E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800201,1980-02-01,2.1808651347798574E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800202,1980-02-02,2.1817309540474802E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800203,1980-02-03,2.1832080746581265E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800204,1980-02-04,2.186573236248994E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800205,1980-02-05,2.189324179493929E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800206,1980-02-06,2.19041478375108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800207,1980-02-07,2.190691126358137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800208,1980-02-08,2.190935629067369E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800209,1980-02-09,2.191850196709109E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800210,1980-02-10,2.193032920534939E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800211,1980-02-11,2.192522068138073E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800212,1980-02-12,2.1920365568231273E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800213,1980-02-13,2.1916966924843454E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800214,1980-02-14,2.1920325687239462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800215,1980-02-15,2.192261672311834E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800216,1980-02-16,2.1927653540708327E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800217,1980-02-17,2.193151005101674E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800218,1980-02-18,2.1928681052948916E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800219,1980-02-19,2.1924057259573668E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800220,1980-02-20,2.1924110379365647E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800221,1980-02-21,2.1925905725189784E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800222,1980-02-22,2.193040271141311E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800223,1980-02-23,2.1933630392564887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800224,1980-02-24,2.1932839079492298E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800225,1980-02-25,2.1930179213979492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800226,1980-02-26,2.193158246957069E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800227,1980-02-27,2.1933467031182668E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800228,1980-02-28,2.1928622251071322E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800229,1980-02-29,2.1921324219422126E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800301,1980-03-01,2.1918694619322407E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800302,1980-03-02,2.1921778926903117E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800303,1980-03-03,2.1922813021883035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800304,1980-03-04,2.1911576346404526E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800305,1980-03-05,2.1906258744058868E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800306,1980-03-06,2.1917840938897914E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800307,1980-03-07,2.1932965339668852E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800308,1980-03-08,2.1935225983767068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800309,1980-03-09,2.1937405380498412E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800310,1980-03-10,2.1939368791225916E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800311,1980-03-11,2.194014468899594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800312,1980-03-12,2.194273455350609E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800313,1980-03-13,2.194732475796141E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800314,1980-03-14,2.193403733404099E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800315,1980-03-15,2.1925041049735588E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800316,1980-03-16,2.1921810316779476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800317,1980-03-17,2.192231545288592E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800318,1980-03-18,2.1928099088971063E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800319,1980-03-19,2.1940269466702873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800320,1980-03-20,2.1943748931685495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800321,1980-03-21,2.1936052946148247E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800322,1980-03-22,2.193420548349021E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800323,1980-03-23,2.1933705247838676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800324,1980-03-24,2.1943698634910432E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800325,1980-03-25,2.1957371743415132E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800326,1980-03-26,2.1964375323497385E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800327,1980-03-27,2.1997297747444993E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800328,1980-03-28,2.2035726191358215E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800329,1980-03-29,2.204451325187902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800330,1980-03-30,2.20424266104819E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800331,1980-03-31,2.2052099454139888E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800401,1980-04-01,2.207669425275785E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800402,1980-04-02,2.2085609257823077E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800403,1980-04-03,2.207745431455459E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800404,1980-04-04,2.206014925583532E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800405,1980-04-05,2.2041127525430512E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800406,1980-04-06,2.2028445791838974E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800407,1980-04-07,2.202532701899854E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800408,1980-04-08,2.203242996694553E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800409,1980-04-09,2.2025084495753986E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800410,1980-04-10,2.202331476897862E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800411,1980-04-11,2.2034523196325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800412,1980-04-12,2.2051592382496196E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800413,1980-04-13,2.2072487039353505E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800414,1980-04-14,2.2094255420034868E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800415,1980-04-15,2.211089961149626E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800416,1980-04-16,2.2121731418454328E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800417,1980-04-17,2.213265488237735E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800418,1980-04-18,2.2140587436774987E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800419,1980-04-19,2.2143065384951165E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800420,1980-04-20,2.2136284647887528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800421,1980-04-21,2.212565849113047E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800422,1980-04-22,2.2115526745105666E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800423,1980-04-23,2.21150712687884E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800424,1980-04-24,2.2113261985739928E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800425,1980-04-25,2.2117475895219544E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800426,1980-04-26,2.212412748305373E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800427,1980-04-27,2.213196040694592E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800428,1980-04-28,2.2139760726833487E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800429,1980-04-29,2.2147335568864313E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800430,1980-04-30,2.2154169703222007E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800501,1980-05-01,2.2168757956816632E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800502,1980-05-02,2.218434190977562E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800503,1980-05-03,2.2191705378272283E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800504,1980-05-04,2.2195105052692285E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800505,1980-05-05,2.2193301117170388E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800506,1980-05-06,2.2194236573368213E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800507,1980-05-07,2.2202046096746296E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800508,1980-05-08,2.221126595730502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800509,1980-05-09,2.2210285891488466E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800510,1980-05-10,2.2213071917657316E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800511,1980-05-11,2.222555576764065E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800512,1980-05-12,2.2248046050108743E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800513,1980-05-13,2.2267620102356893E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800514,1980-05-14,2.227723643600552E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800515,1980-05-15,2.228340002195664E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800516,1980-05-16,2.2280347951692715E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800517,1980-05-17,2.2279436699461564E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800518,1980-05-18,2.2285309510361677E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800519,1980-05-19,2.2294567447769254E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800520,1980-05-20,2.229943480775195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800521,1980-05-21,2.229935886939528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800522,1980-05-22,2.2300439225642052E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800523,1980-05-23,2.2299525982992703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800524,1980-05-24,2.229463033739671E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800525,1980-05-25,2.2295050710554135E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800526,1980-05-26,2.2301845340085873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800527,1980-05-27,2.2311769634297356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800528,1980-05-28,2.23189232036614E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800529,1980-05-29,2.2318313986847153E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800530,1980-05-30,2.2309886861834598E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800531,1980-05-31,2.2305874744470412E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800601,1980-06-01,2.2300935592123374E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800602,1980-06-02,2.230577581719733E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800603,1980-06-03,2.232110575791995E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800604,1980-06-04,2.2342695430468053E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800605,1980-06-05,2.236178130308627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800606,1980-06-06,2.2365265235464486E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800607,1980-06-07,2.2358710180576882E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800608,1980-06-08,2.2354543842063755E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800609,1980-06-09,2.2354404099196476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800610,1980-06-10,2.2357155585721827E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800611,1980-06-11,2.236081855402413E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800612,1980-06-12,2.23686772777647E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800613,1980-06-13,2.238167938834464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800614,1980-06-14,2.23922253248649E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800615,1980-06-15,2.2387096901631406E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800616,1980-06-16,2.238141913230417E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800617,1980-06-17,2.2375371437805378E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800618,1980-06-18,2.2370125656966364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800619,1980-06-19,2.2370504140394208E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800620,1980-06-20,2.2360931429614034E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800621,1980-06-21,2.235416372301277E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800622,1980-06-22,2.2352191091471243E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800623,1980-06-23,2.235331412361412E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800624,1980-06-24,2.2353207921374702E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800625,1980-06-25,2.2354381938899404E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800626,1980-06-26,2.2360284353764284E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800627,1980-06-27,2.2360636160776258E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800628,1980-06-28,2.2354525626811695E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800629,1980-06-29,2.2358362516474795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800630,1980-06-30,2.2366561403518325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800701,1980-07-01,2.2366737921069288E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800702,1980-07-02,2.2360358413670242E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800703,1980-07-03,2.2366141730291343E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800704,1980-07-04,2.2373526913944006E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800705,1980-07-05,2.238058776444638E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800706,1980-07-06,2.238664690195756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800707,1980-07-07,2.2389705259649014E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800708,1980-07-08,2.2390566957687473E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800709,1980-07-09,2.2388370179631317E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800710,1980-07-10,2.2384766138269833E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800711,1980-07-11,2.2380924935155058E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800712,1980-07-12,2.238055648519643E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800713,1980-07-13,2.23754528976063E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800714,1980-07-14,2.237979707012424E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800715,1980-07-15,2.2388687317445436E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800716,1980-07-16,2.2390234398021805E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800717,1980-07-17,2.2391822025316364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800718,1980-07-18,2.2392870017058113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800719,1980-07-19,2.239959205572629E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800720,1980-07-20,2.2405237680094224E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800721,1980-07-21,2.2395077931300664E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800722,1980-07-22,2.2397847472777796E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800723,1980-07-23,2.24101557255362E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800724,1980-07-24,2.2424872737982875E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800725,1980-07-25,2.2439769760686108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800726,1980-07-26,2.244714620666988E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800727,1980-07-27,2.2444795718987876E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800728,1980-07-28,2.2450039224872446E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800729,1980-07-29,2.2458582820631385E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800730,1980-07-30,2.2449670574088168E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800731,1980-07-31,2.2447890344314718E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800801,1980-08-01,2.2455642039116707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800802,1980-08-02,2.2466180425987676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800803,1980-08-03,2.2473659896974862E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800804,1980-08-04,2.2470826057436526E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800805,1980-08-05,2.246663352583477E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800806,1980-08-06,2.246044502125146E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800807,1980-08-07,2.246512120658155E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800808,1980-08-08,2.2468800492470315E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800809,1980-08-09,2.2468365764664406E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800810,1980-08-10,2.246984596102235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800811,1980-08-11,2.2468924287743136E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800812,1980-08-12,2.2459656642260137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800813,1980-08-13,2.24525925742684E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800814,1980-08-14,2.2464265135869005E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800815,1980-08-15,2.2472730038053912E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800816,1980-08-16,2.2468745570769447E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800817,1980-08-17,2.2465470079573554E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800818,1980-08-18,2.2466065374769524E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800819,1980-08-19,2.246438655006947E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800820,1980-08-20,2.246566745022475E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800821,1980-08-21,2.2470908361886838E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800822,1980-08-22,2.2468259819802904E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800823,1980-08-23,2.2454124872458404E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800824,1980-08-24,2.2441676886950743E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800825,1980-08-25,2.2437069245070714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800826,1980-08-26,2.2442654356272548E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800827,1980-08-27,2.2453105072066483E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800828,1980-08-28,2.2459609435861593E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800829,1980-08-29,2.2464554213886756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800830,1980-08-30,2.2465997003462255E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800831,1980-08-31,2.2457587507128572E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800901,1980-09-01,2.2449977619017386E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800902,1980-09-02,2.2443577207222527E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800903,1980-09-03,2.2446785146212214E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800904,1980-09-04,2.2455046449233508E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800905,1980-09-05,2.2456990865466058E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800906,1980-09-06,2.2449820490007997E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800907,1980-09-07,2.244984992155245E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800908,1980-09-08,2.245531021991405E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800909,1980-09-09,2.2447314962119555E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800910,1980-09-10,2.24337603101111E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800911,1980-09-11,2.2433965271595877E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800912,1980-09-12,2.24374641728267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800913,1980-09-13,2.2433262656771708E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800914,1980-09-14,2.2425848641022754E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800915,1980-09-15,2.2426089138931948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800916,1980-09-16,2.2430727135103577E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800917,1980-09-17,2.24384030149769E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800918,1980-09-18,2.244008872009243E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800919,1980-09-19,2.2449609969386423E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800920,1980-09-20,2.2457902028528076E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800921,1980-09-21,2.246197388575052E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800922,1980-09-22,2.246140594808674E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800923,1980-09-23,2.2457506170909476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800924,1980-09-24,2.245684350622225E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800925,1980-09-25,2.245819370055166E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800926,1980-09-26,2.2459431900604904E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800927,1980-09-27,2.2460471828460765E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800928,1980-09-28,2.2464076067715108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800929,1980-09-29,2.246720986401657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800930,1980-09-30,2.246949983413133E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801001,1980-10-01,2.2465874313488588E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801002,1980-10-02,2.2460431133525783E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801003,1980-10-03,2.2445690118644035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801004,1980-10-04,2.2436759947805464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801005,1980-10-05,2.2433107261753082E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801006,1980-10-06,2.2421961461305636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801007,1980-10-07,2.2412755156982452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801008,1980-10-08,2.2382732906434083E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801009,1980-10-09,2.235313419736445E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801010,1980-10-10,2.2328705016975063E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801011,1980-10-11,2.231716430405565E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801012,1980-10-12,2.230088915740124E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801013,1980-10-13,2.22886692901107E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
