system:index,date,surface_net_solar_radiation_sum,.geo
19840921,1984-09-21,5.947397806877125E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840922,1984-09-22,5.706044053338957E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840923,1984-09-23,6.029997216453508E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840924,1984-09-24,7.113552183839644E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840925,1984-09-25,7.265699656382576E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840926,1984-09-26,4.96161055997056E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840927,1984-09-27,6.357261806483059E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840928,1984-09-28,8.863848728525016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840929,1984-09-29,5.32657052851349E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19840930,1984-09-30,5.197007941353947E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841001,1984-10-01,3.415712527885232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841002,1984-10-02,6.697079547433172E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841003,1984-10-03,5.599504749554888E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841004,1984-10-04,4.470342102406131E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841005,1984-10-05,3.7952106643004736E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841006,1984-10-06,5.085263704125459E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841007,1984-10-07,5.980484582144727E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841008,1984-10-08,3.8962014994852305E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841009,1984-10-09,4.437375949310955E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841010,1984-10-10,6.469797720826691E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841011,1984-10-11,5.47950294060027E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841012,1984-10-12,6.249816908042113E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841013,1984-10-13,7.590813678813664E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841014,1984-10-14,7.871554197047632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841015,1984-10-15,7.66940709353448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841016,1984-10-16,7.228942283878191E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841017,1984-10-17,5.330964245463216E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841018,1984-10-18,5.876860956243636E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841019,1984-10-19,3.3262852348336504E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841020,1984-10-20,5.167827312507166E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841021,1984-10-21,5.217475057463145E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841022,1984-10-22,4.405973469264946E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841023,1984-10-23,3.6695779888410327E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841024,1984-10-24,5.105141546800792E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841025,1984-10-25,4.0835365657093096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841026,1984-10-26,4.713530227964126E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841027,1984-10-27,5.014359432230367E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841028,1984-10-28,5.5128194939481045E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841029,1984-10-29,5.71404346246347E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841030,1984-10-30,6.769847468992682E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841031,1984-10-31,6.372244952922105E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841101,1984-11-01,6.471219373812128E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841102,1984-11-02,5.332729889059532E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841103,1984-11-03,4.152930870444684E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841104,1984-11-04,5.150806117287392E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841105,1984-11-05,2.495508301516964E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841106,1984-11-06,3.5427390483803345E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841107,1984-11-07,3.8132468561557046E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841108,1984-11-08,3.6111626734862944E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841109,1984-11-09,3.0569774969589062E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841110,1984-11-10,3.819062527359409E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841111,1984-11-11,5.303655665863563E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841112,1984-11-12,4.457571985533715E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841113,1984-11-13,2.63919412745507E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841114,1984-11-14,2.1193174189392534E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841115,1984-11-15,2.9415684396272446E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841116,1984-11-16,1.959634245250129E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841117,1984-11-17,2.747866797586996E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841118,1984-11-18,2.8433360174819253E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841119,1984-11-19,2.869329001108354E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841120,1984-11-20,3.150174155833378E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841121,1984-11-21,2.7609921753254263E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841122,1984-11-22,1.44106864749746E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841123,1984-11-23,2.464176493559293E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841124,1984-11-24,3.247808578263122E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841125,1984-11-25,2.4841835455101133E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841126,1984-11-26,2.1920516435555164E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841127,1984-11-27,3.724836369854966E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841128,1984-11-28,3.9201918347266987E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841129,1984-11-29,3.85445250481275E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841130,1984-11-30,3.460941067311005E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841201,1984-12-01,2.139324889156775E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841202,1984-12-02,2.572201096028753E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841203,1984-12-03,2.737840275625762E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841204,1984-12-04,2.1811739753031565E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841205,1984-12-05,3.3596572958992783E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841206,1984-12-06,2.917600938441323E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841207,1984-12-07,2.5880132616891733E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841208,1984-12-08,3.3421425669486826E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841209,1984-12-09,2.5998041229015967E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841210,1984-12-10,2.757536483285977E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841211,1984-12-11,3.6739199781370156E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841212,1984-12-12,3.526564899530782E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841213,1984-12-13,2.304788320230872E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841214,1984-12-14,2.998797255902949E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841215,1984-12-15,2.8895368115130044E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841216,1984-12-16,2.0175975102526453E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841217,1984-12-17,2.0488080032326328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841218,1984-12-18,1.7240294262394343E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841219,1984-12-19,2.37529476133351E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841220,1984-12-20,1.3394693068389407E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841221,1984-12-21,2.070399878055152E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841222,1984-12-22,3.2623801534817783E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841223,1984-12-23,2.51508497776381E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841224,1984-12-24,1.8042260383695498E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841225,1984-12-25,2.6391258523939604E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841226,1984-12-26,1.9889319726271902E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841227,1984-12-27,2.094484017013381E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841228,1984-12-28,2.5500216821154136E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841229,1984-12-29,2.758690013278318E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841230,1984-12-30,2.901100504745191E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19841231,1984-12-31,2.0135079645475615E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850101,1985-01-01,2.1288043474213667E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850102,1985-01-02,2.714918791246995E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850103,1985-01-03,2.963452474136912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850104,1985-01-04,2.8711672707538936E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850105,1985-01-05,3.645091869552517E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850106,1985-01-06,3.4698077080564116E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850107,1985-01-07,2.6122116971723867E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850108,1985-01-08,3.021018401078409E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850109,1985-01-09,2.461215398491366E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850110,1985-01-10,2.589863773088596E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850111,1985-01-11,2.413115697333697E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850112,1985-01-12,2.7889425488658657E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850113,1985-01-13,2.3046714176326196E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850114,1985-01-14,2.6636414992705586E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850115,1985-01-15,2.8833984940869785E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850116,1985-01-16,3.054281546125994E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850117,1985-01-17,2.4042967667106035E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850118,1985-01-18,1.5081450265362878E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850119,1985-01-19,2.1286103868771355E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850120,1985-01-20,1.9941341164560947E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850121,1985-01-21,1.303044671206532E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850122,1985-01-22,1.7003455573095278E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850123,1985-01-23,2.4474137192438247E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850124,1985-01-24,4.104604893316924E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850125,1985-01-25,1.9527707983203833E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850126,1985-01-26,2.2377267009883105E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850127,1985-01-27,3.4807477530228306E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850128,1985-01-28,3.177163740608852E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850129,1985-01-29,2.4345667689317075E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850130,1985-01-30,2.364057346408714E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850131,1985-01-31,2.2248332309356924E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850201,1985-02-01,2.315545397909077E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850202,1985-02-02,2.907545525712544E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850203,1985-02-03,3.7730909876718413E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850204,1985-02-04,5.945710850648779E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850205,1985-02-05,4.921537802706445E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850206,1985-02-06,4.55500810795564E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850207,1985-02-07,4.698696849487701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850208,1985-02-08,2.575879998003876E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850209,1985-02-09,3.1590141337758975E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850210,1985-02-10,3.337869304987788E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850211,1985-02-11,4.1678149984887456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850212,1985-02-12,4.678321787681068E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850213,1985-02-13,3.5340023241095303E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850214,1985-02-14,2.7681162854051895E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850215,1985-02-15,3.7096042274349736E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850216,1985-02-16,4.927531867050337E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850217,1985-02-17,4.2846142022590225E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850218,1985-02-18,5.618732390305215E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850219,1985-02-19,7.236910808727269E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850220,1985-02-20,7.522560736994461E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850221,1985-02-21,7.285217809141166E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850222,1985-02-22,7.569506269990818E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850223,1985-02-23,7.814789951379144E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850224,1985-02-24,8.256154567413324E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850225,1985-02-25,7.022955038381012E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850226,1985-02-26,6.4205319751978125E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850227,1985-02-27,7.145025648498508E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850228,1985-02-28,7.779224412393497E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850301,1985-03-01,3.687454347662957E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850302,1985-03-02,5.740975115932813E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850303,1985-03-03,4.708335114429632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850304,1985-03-04,5.282246281045307E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850305,1985-03-05,5.553718904813568E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850306,1985-03-06,6.463407439372791E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850307,1985-03-07,6.204856617206472E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850308,1985-03-08,7.550232270175198E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850309,1985-03-09,8.438955958767162E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850310,1985-03-10,9.262870926036652E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850311,1985-03-11,5.403255737038947E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850312,1985-03-12,7.004573101985862E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850313,1985-03-13,7.402329369320744E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850314,1985-03-14,5.595502265060641E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850315,1985-03-15,8.482283389208629E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850316,1985-03-16,7.536966040994354E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850317,1985-03-17,6.801491874687128E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850318,1985-03-18,8.64846518643463E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850319,1985-03-19,8.152765655770621E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850320,1985-03-20,8.474250054180309E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850321,1985-03-21,6.615149414802267E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850322,1985-03-22,6.418166542189508E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850323,1985-03-23,8.963195201184338E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850324,1985-03-24,8.602564314768502E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850325,1985-03-25,7.789278819499477E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850326,1985-03-26,7.433106500812058E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850327,1985-03-27,7.815094486404786E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850328,1985-03-28,9.626278742112969E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850329,1985-03-29,1.0098297793916092E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850330,1985-03-30,8.443140082482242E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850331,1985-03-31,8.257089425694446E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850401,1985-04-01,1.1278737856439016E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850402,1985-04-02,8.548333618657693E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850403,1985-04-03,1.2906572367872506E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850404,1985-04-04,1.1496714170517602E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850405,1985-04-05,6.333048695636829E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850406,1985-04-06,8.29671730421701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850407,1985-04-07,9.589979669999299E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850408,1985-04-08,1.0107559698817445E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850409,1985-04-09,8.404615313417713E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850410,1985-04-10,1.0803623051664996E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850411,1985-04-11,6.518061256860468E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850412,1985-04-12,9.811151308231637E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850413,1985-04-13,8.965959268475639E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850414,1985-04-14,1.0746364726462213E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850415,1985-04-15,9.563316523648223E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850416,1985-04-16,7.992863892629724E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850417,1985-04-17,1.1911735340302855E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850418,1985-04-18,1.5381436802059957E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850419,1985-04-19,1.557562320333479E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850420,1985-04-20,1.4152681938677088E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850421,1985-04-21,1.0116389603403426E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850422,1985-04-22,1.0772821940542535E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850423,1985-04-23,1.0883729472201344E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850424,1985-04-24,1.422781092839432E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850425,1985-04-25,1.4042272449389852E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850426,1985-04-26,1.2049543850038723E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850427,1985-04-27,1.3146606654909875E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850428,1985-04-28,1.3499291553104512E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850429,1985-04-29,7.945519433267208E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850430,1985-04-30,9.406629419925797E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850501,1985-05-01,1.1308331912166623E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850502,1985-05-02,9.861168811254977E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850503,1985-05-03,8.68932861056467E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850504,1985-05-04,8.306752838582116E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850505,1985-05-05,9.210781714658719E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850506,1985-05-06,7.229697080335543E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850507,1985-05-07,7.89927176458942E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850508,1985-05-08,6.929056782574299E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850509,1985-05-09,7.045965809830949E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850510,1985-05-10,9.75624907658557E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850511,1985-05-11,8.169150530712637E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850512,1985-05-12,9.764801716140213E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850513,1985-05-13,9.743741566263738E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850514,1985-05-14,9.048278541371076E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850515,1985-05-15,1.2963534484307143E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850516,1985-05-16,1.2168149578528781E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850517,1985-05-17,1.162584899516082E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850518,1985-05-18,1.1907212475265941E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850519,1985-05-19,1.186819111899107E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850520,1985-05-20,1.112327393266172E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850521,1985-05-21,1.1353448354069764E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850522,1985-05-22,1.1412744888113584E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850523,1985-05-23,1.2313495851834848E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850524,1985-05-24,1.3717413247885766E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850525,1985-05-25,1.5423599342768625E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850526,1985-05-26,1.5623485913938012E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850527,1985-05-27,1.2299210340516537E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850528,1985-05-28,1.2008718818235273E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850529,1985-05-29,1.3568490017180334E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850530,1985-05-30,1.3636827493664111E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850531,1985-05-31,1.5502221830672254E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850601,1985-06-01,1.675583503581991E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850602,1985-06-02,1.649258650846682E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850603,1985-06-03,1.542549389184898E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850604,1985-06-04,1.3796421311663559E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850605,1985-06-05,1.3101347438102506E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850606,1985-06-06,1.1770506318205355E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850607,1985-06-07,1.180782197461916E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850608,1985-06-08,1.3084161475235635E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850609,1985-06-09,1.0577758462122678E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850610,1985-06-10,1.1013841711872979E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850611,1985-06-11,1.261189856512417E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850612,1985-06-12,1.2048963941726443E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850613,1985-06-13,1.2467138157047703E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850614,1985-06-14,1.2003670110631844E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850615,1985-06-15,1.2969924237461994E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850616,1985-06-16,1.1119838545984785E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850617,1985-06-17,1.440045064356202E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850618,1985-06-18,1.4373458609708078E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850619,1985-06-19,8.001467705248936E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850620,1985-06-20,1.295082786848447E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850621,1985-06-21,1.2075793500556545E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850622,1985-06-22,1.1654823293836873E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850623,1985-06-23,8.331249693101689E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850624,1985-06-24,1.2101173795074824E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850625,1985-06-25,1.2036247302365434E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850626,1985-06-26,1.2911088982508086E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850627,1985-06-27,1.323669834182364E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850628,1985-06-28,1.3014166193858148E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850629,1985-06-29,1.488590853059172E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850630,1985-06-30,1.5256778357056582E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850701,1985-07-01,1.5604204268699488E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850702,1985-07-02,1.6602052756883629E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850703,1985-07-03,1.6506337443012938E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850704,1985-07-04,1.1005327331098824E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
19850705,1985-07-05,1.2220631244416559E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
