system:index,date,soil_temperature_level_1,.geo
19800101,1980-01-01,2.1721999812881702E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800102,1980-01-02,2.167387908231899E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800103,1980-01-03,2.163417659206965E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800104,1980-01-04,2.176742796672131E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800105,1980-01-05,2.1834832063948175E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800106,1980-01-06,2.1846152553570992E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800107,1980-01-07,2.1846387884710392E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800108,1980-01-08,2.1807395314455718E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800109,1980-01-09,2.178961712119748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800110,1980-01-10,2.1780163676429987E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800111,1980-01-11,2.165960736570887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800112,1980-01-12,2.158619032349215E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800113,1980-01-13,2.154237944947871E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800114,1980-01-14,2.1520780500469038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800115,1980-01-15,2.1531671417609924E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800116,1980-01-16,2.1531855819277608E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800117,1980-01-17,2.1528785323722756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800118,1980-01-18,2.1531969199492347E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800119,1980-01-19,2.1564348697470438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800120,1980-01-20,2.1614082134359783E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800121,1980-01-21,2.169436210508445E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800122,1980-01-22,2.177524052827681E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800123,1980-01-23,2.1800905291542447E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800124,1980-01-24,2.1890817860859782E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800125,1980-01-25,2.1853818248272485E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800126,1980-01-26,2.1804502520580703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800127,1980-01-27,2.1708387247603285E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800128,1980-01-28,2.1661050054931894E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800129,1980-01-29,2.1727749840161154E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800130,1980-01-30,2.1918869722285038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800131,1980-01-31,2.2014937334615713E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800201,1980-02-01,2.192645638538981E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800202,1980-02-02,2.193688707759182E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800203,1980-02-03,2.19904705745234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800204,1980-02-04,2.213033144171642E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800205,1980-02-05,2.2151323545904404E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800206,1980-02-06,2.2095427401009068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800207,1980-02-07,2.204247600486303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800208,1980-02-08,2.203579252732321E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800209,1980-02-09,2.2117949753629267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800210,1980-02-10,2.2083214175713128E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800211,1980-02-11,2.1950110443351653E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800212,1980-02-12,2.1910990291340804E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800213,1980-02-13,2.1907850576360226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800214,1980-02-14,2.1970436479105437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800215,1980-02-15,2.1988208647591537E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800216,1980-02-16,2.201502079569311E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800217,1980-02-17,2.2010729689629814E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800218,1980-02-18,2.1946679907409936E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800219,1980-02-19,2.1947311733226925E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800220,1980-02-20,2.1993017574105328E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800221,1980-02-21,2.1989712134650338E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800222,1980-02-22,2.202222933499226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800223,1980-02-23,2.2022069361831665E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800224,1980-02-24,2.1962281924616438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800225,1980-02-25,2.1951547156300685E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800226,1980-02-26,2.1970800804338193E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800227,1980-02-27,2.1961873405686313E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800228,1980-02-28,2.1903338983746862E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800229,1980-02-29,2.1876396746786398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800301,1980-03-01,2.1909330158965263E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800302,1980-03-02,2.1926501713945678E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800303,1980-03-03,2.1918615815021372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800304,1980-03-04,2.1836800015844572E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800305,1980-03-05,2.1854882623329782E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800306,1980-03-06,2.1986561733858657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800307,1980-03-07,2.202146182586366E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800308,1980-03-08,2.196303718447107E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800309,1980-03-09,2.1964171939053184E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800310,1980-03-10,2.1949542049444467E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800311,1980-03-11,2.1949135505425698E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800312,1980-03-12,2.1964690526799887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800313,1980-03-13,2.1940556094089568E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800314,1980-03-14,2.1858579017639184E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800315,1980-03-15,2.1863072163329607E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800316,1980-03-16,2.1892267202636468E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800317,1980-03-17,2.1920272593829054E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800318,1980-03-18,2.196159843933959E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800319,1980-03-19,2.2048100090605703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800320,1980-03-20,2.197696376351093E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800321,1980-03-21,2.1923139040560687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800322,1980-03-22,2.189329985339918E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800323,1980-03-23,2.1913687077490145E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800324,1980-03-24,2.1978070841874176E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800325,1980-03-25,2.1990260895131773E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800326,1980-03-26,2.203365776251142E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800327,1980-03-27,2.2264094213073403E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800328,1980-03-28,2.2339824950078136E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800329,1980-03-29,2.2233929235081017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800330,1980-03-30,2.2154627071025753E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800331,1980-03-31,2.2245517334395373E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800401,1980-04-01,2.2355530967893267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800402,1980-04-02,2.2248316650185713E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800403,1980-04-03,2.2108970629208297E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800404,1980-04-04,2.2007149031182206E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800405,1980-04-05,2.1988812498863083E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800406,1980-04-06,2.1987167321737918E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800407,1980-04-07,2.2036269511754203E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800408,1980-04-08,2.2063467499502838E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800409,1980-04-09,2.1991960991029963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800410,1980-04-10,2.2028383041187364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800411,1980-04-11,2.21170307015338E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800412,1980-04-12,2.2228167726065218E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800413,1980-04-13,2.2304367942502093E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800414,1980-04-14,2.2364666807656878E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800415,1980-04-15,2.2342627599326733E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800416,1980-04-16,2.2382041526603413E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800417,1980-04-17,2.2421660937592846E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800418,1980-04-18,2.236788782345373E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800419,1980-04-19,2.2315554008460796E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800420,1980-04-20,2.2175617766932473E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800421,1980-04-21,2.2092467134988892E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800422,1980-04-22,2.207619893280087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800423,1980-04-23,2.211522629945817E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800424,1980-04-24,2.2129592714463115E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800425,1980-04-25,2.217046214048388E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800426,1980-04-26,2.217592293061696E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800427,1980-04-27,2.220144679109549E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800428,1980-04-28,2.2226051091930348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800429,1980-04-29,2.2257077808127183E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800430,1980-04-30,2.2293900575228783E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800501,1980-05-01,2.237601811800109E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800502,1980-05-02,2.2371456691107005E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800503,1980-05-03,2.2369066797467035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800504,1980-05-04,2.234240583953902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800505,1980-05-05,2.232416770521161E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800506,1980-05-06,2.2329827083396876E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800507,1980-05-07,2.2387565358503234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800508,1980-05-08,2.2373590409317276E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800509,1980-05-09,2.231136034628833E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800510,1980-05-10,2.2392922484636372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800511,1980-05-11,2.251453230424673E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800512,1980-05-12,2.2624301714751452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800513,1980-05-13,2.2580700255538994E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800514,1980-05-14,2.2542612739176095E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800515,1980-05-15,2.253500381652707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800516,1980-05-16,2.2468596125020933E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800517,1980-05-17,2.245820040508399E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800518,1980-05-18,2.2498166210517025E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800519,1980-05-19,2.2563087178509656E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800520,1980-05-20,2.2550766355077106E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800521,1980-05-21,2.2516043470487863E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800522,1980-05-22,2.2502227636611408E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800523,1980-05-23,2.2514794488393682E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800524,1980-05-24,2.248461012532436E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800525,1980-05-25,2.2529342786995327E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800526,1980-05-26,2.256121975760352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800527,1980-05-27,2.2559683864628476E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800528,1980-05-28,2.2534790167434973E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800529,1980-05-29,2.2457450528363192E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800530,1980-05-30,2.243111782938509E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800531,1980-05-31,2.240151990085963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800601,1980-06-01,2.2461502976802096E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800602,1980-06-02,2.2544369433912882E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800603,1980-06-03,2.2713394896272245E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800604,1980-06-04,2.2875300922722796E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800605,1980-06-05,2.2922803502944887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800606,1980-06-06,2.283339845557624E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800607,1980-06-07,2.2732526526595464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800608,1980-06-08,2.2669808779859358E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800609,1980-06-09,2.2666989132759276E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800610,1980-06-10,2.2677434604774702E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800611,1980-06-11,2.2709785898434573E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800612,1980-06-12,2.2798376234512398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800613,1980-06-13,2.2933735235219905E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800614,1980-06-14,2.289242143816263E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800615,1980-06-15,2.279160555347365E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800616,1980-06-16,2.2778734094596118E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800617,1980-06-17,2.270826673920443E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800618,1980-06-18,2.2672112989440992E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800619,1980-06-19,2.2714215855043393E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800620,1980-06-20,2.2661919086560425E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800621,1980-06-21,2.2609565660494334E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800622,1980-06-22,2.2593424736926094E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800623,1980-06-23,2.260861007299871E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800624,1980-06-24,2.2576503117425996E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800625,1980-06-25,2.260492231395657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800626,1980-06-26,2.2610463139601943E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800627,1980-06-27,2.2589230747204465E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800628,1980-06-28,2.2564065337810525E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800629,1980-06-29,2.2646122563430303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800630,1980-06-30,2.267704910998512E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800701,1980-07-01,2.263134873474293E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800702,1980-07-02,2.2628791749525416E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800703,1980-07-03,2.2685024007561463E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800704,1980-07-04,2.27268953986353E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800705,1980-07-05,2.2787114502049127E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800706,1980-07-06,2.2795648661698693E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800707,1980-07-07,2.2806164689353585E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800708,1980-07-08,2.2728617187530512E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800709,1980-07-09,2.2667241187835857E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800710,1980-07-10,2.2633490302567297E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800711,1980-07-11,2.264278896921813E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800712,1980-07-12,2.2663979995762405E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800713,1980-07-13,2.2653903185108364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800714,1980-07-14,2.2749925787953344E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800715,1980-07-15,2.2755243030546716E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800716,1980-07-16,2.272113268515226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800717,1980-07-17,2.2713450129049867E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800718,1980-07-18,2.2748299240920636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800719,1980-07-19,2.2840433095179144E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800720,1980-07-20,2.2791669756459284E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800721,1980-07-21,2.270212666757089E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800722,1980-07-22,2.2788785281846184E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800723,1980-07-23,2.294716814276896E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800724,1980-07-24,2.3066435694642252E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800725,1980-07-25,2.3185766897567883E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800726,1980-07-26,2.3038713714923108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800727,1980-07-27,2.297899157126865E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800728,1980-07-28,2.308863995259361E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800729,1980-07-29,2.3072996627685714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800730,1980-07-30,2.2962349936867607E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800731,1980-07-31,2.3006641736701518E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800801,1980-08-01,2.311993158217859E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800802,1980-08-02,2.3240702790405062E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800803,1980-08-03,2.3213356785793465E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800804,1980-08-04,2.3154327842188793E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800805,1980-08-05,2.309309476570968E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800806,1980-08-06,2.3064972676173735E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800807,1980-08-07,2.3115367685279822E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800808,1980-08-08,2.305143205501122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800809,1980-08-09,2.3033649333674502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800810,1980-08-10,2.305420770677766E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800811,1980-08-11,2.3045508940162945E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800812,1980-08-12,2.2954618257393897E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800813,1980-08-13,2.2925125669921714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800814,1980-08-14,2.3118688953115582E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800815,1980-08-15,2.3018761357335746E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800816,1980-08-16,2.2910719990416026E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800817,1980-08-17,2.293444949682105E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800818,1980-08-18,2.2964746109721968E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800819,1980-08-19,2.296897359478178E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800820,1980-08-20,2.3020854950509942E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800821,1980-08-21,2.3059719344135267E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800822,1980-08-22,2.2986695775157756E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800823,1980-08-23,2.2854194226167643E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800824,1980-08-24,2.2800519526259336E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800825,1980-08-25,2.285679325994709E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800826,1980-08-26,2.2929002515091345E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800827,1980-08-27,2.2953902251948413E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800828,1980-08-28,2.2952572757905626E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800829,1980-08-29,2.3002062547048882E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800830,1980-08-30,2.29484347181845E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800831,1980-08-31,2.2840543289675707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800901,1980-09-01,2.2799639581295353E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800902,1980-09-02,2.2817984612971643E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800903,1980-09-03,2.2925243767189687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800904,1980-09-04,2.2975248486515832E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800905,1980-09-05,2.2899588399287602E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800906,1980-09-06,2.2810067730577326E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800907,1980-09-07,2.286871752159711E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800908,1980-09-08,2.287839110207537E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800909,1980-09-09,2.2766387740921798E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800910,1980-09-10,2.270533384658207E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800911,1980-09-11,2.2802379393910122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800912,1980-09-12,2.2866465029314077E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800913,1980-09-13,2.279540552494529E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800914,1980-09-14,2.2750220930380613E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800915,1980-09-15,2.2775728924361795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800916,1980-09-16,2.2849401010792303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800917,1980-09-17,2.2867676435005763E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800918,1980-09-18,2.288195402817469E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800919,1980-09-19,2.297394063859117E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800920,1980-09-20,2.2962266275512993E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800921,1980-09-21,2.2911352219878852E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800922,1980-09-22,2.285048760861768E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800923,1980-09-23,2.279246972237435E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800924,1980-09-24,2.2798032345604694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800925,1980-09-25,2.2825836718411228E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800926,1980-09-26,2.2831272462563163E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800927,1980-09-27,2.2826876601925895E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800928,1980-09-28,2.28694224283707E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800929,1980-09-29,2.286527388216762E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800930,1980-09-30,2.282693147556979E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801001,1980-10-01,2.280592397136795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801002,1980-10-02,2.2746065067112666E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801003,1980-10-03,2.2696853008637398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801004,1980-10-04,2.270343666314503E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801005,1980-10-05,2.2684188110541236E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801006,1980-10-06,2.2632817794403154E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801007,1980-10-07,2.2634333146585816E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801008,1980-10-08,2.2465805663515013E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801009,1980-10-09,2.2301533624869323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801010,1980-10-10,2.2242559892190653E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801011,1980-10-11,2.2325813930462238E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801012,1980-10-12,2.2258504721176934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
