system:index,date,surface_pressure,.geo
19870704,1987-07-04,7.737147392165536E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870705,1987-07-05,7.724920461068045E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870706,1987-07-06,7.718702017677151E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870707,1987-07-07,7.720441572856143E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870708,1987-07-08,7.722597222455939E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870709,1987-07-09,7.737854832529147E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870710,1987-07-10,7.741617400672237E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870711,1987-07-11,7.71366567911081E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870712,1987-07-12,7.716242978154453E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870713,1987-07-13,7.711684593649962E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870714,1987-07-14,7.693514939660213E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870715,1987-07-15,7.686642925954726E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870716,1987-07-16,7.64147946940954E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870717,1987-07-17,7.599400619942792E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870718,1987-07-18,7.631177324621907E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870719,1987-07-19,7.657782605030093E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870720,1987-07-20,7.674524125233711E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870721,1987-07-21,7.700800057547372E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870722,1987-07-22,7.706189071679965E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870723,1987-07-23,7.714743957194116E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870724,1987-07-24,7.720412623544409E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870725,1987-07-25,7.72108598301086E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870726,1987-07-26,7.73903302941719E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870727,1987-07-27,7.737163263907045E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870728,1987-07-28,7.728836970457062E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870729,1987-07-29,7.698797358018211E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870730,1987-07-30,7.703218728516528E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870731,1987-07-31,7.730332692928352E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870801,1987-08-01,7.73086190033069E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870802,1987-08-02,7.717285601148871E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870803,1987-08-03,7.705371831051051E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870804,1987-08-04,7.718867738075562E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870805,1987-08-05,7.732387813980241E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870806,1987-08-06,7.688848287435379E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870807,1987-08-07,7.681463181905396E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870808,1987-08-08,7.708985247802382E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870809,1987-08-09,7.714084428184357E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870810,1987-08-10,7.724556101098723E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870811,1987-08-11,7.718438285958029E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870812,1987-08-12,7.713908505917174E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870813,1987-08-13,7.701143712147464E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870814,1987-08-14,7.703872009986638E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870815,1987-08-15,7.725785890057918E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870816,1987-08-16,7.714189693145247E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870817,1987-08-17,7.701886929362871E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870818,1987-08-18,7.72076952588712E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870819,1987-08-19,7.737629258631767E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870820,1987-08-20,7.722324665513382E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870821,1987-08-21,7.695756128816595E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870822,1987-08-22,7.673576353167519E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870823,1987-08-23,7.667579962222325E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870824,1987-08-24,7.639968989552676E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870825,1987-08-25,7.667601210098346E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870826,1987-08-26,7.676253052877147E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870827,1987-08-27,7.708053160875874E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870828,1987-08-28,7.76576541103218E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870829,1987-08-29,7.75792922744871E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870830,1987-08-30,7.729562433481516E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870831,1987-08-31,7.701616372964977E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870901,1987-09-01,7.70187766430093E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870902,1987-09-02,7.71741774367274E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870903,1987-09-03,7.703600922840779E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870904,1987-09-04,7.71629083617278E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870905,1987-09-05,7.706512331781961E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870906,1987-09-06,7.747725800513779E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870907,1987-09-07,7.745425505533575E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870908,1987-09-08,7.745006768363554E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870909,1987-09-09,7.737510858413506E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870910,1987-09-10,7.735050643203133E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870911,1987-09-11,7.731921820334415E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870912,1987-09-12,7.717338592439667E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870913,1987-09-13,7.729673843219125E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870914,1987-09-14,7.742752291183179E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870915,1987-09-15,7.757006888774966E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870916,1987-09-16,7.744010523515787E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870917,1987-09-17,7.74983336501118E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870918,1987-09-18,7.761324862870226E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870919,1987-09-19,7.7340040173502E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870920,1987-09-20,7.710403315004356E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870921,1987-09-21,7.692836884620102E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870922,1987-09-22,7.706955234988416E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870923,1987-09-23,7.687674463429251E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870924,1987-09-24,7.671646974361018E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870925,1987-09-25,7.637414791105307E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870926,1987-09-26,7.630183089842764E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870927,1987-09-27,7.715410293117961E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870928,1987-09-28,7.750247487059178E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870929,1987-09-29,7.746779449344057E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19870930,1987-09-30,7.725897870289825E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871001,1987-10-01,7.735230282455548E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871002,1987-10-02,7.733864898033109E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871003,1987-10-03,7.723026779881546E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871004,1987-10-04,7.691620978315427E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871005,1987-10-05,7.632705116620581E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871006,1987-10-06,7.641575165354355E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871007,1987-10-07,7.646176415543773E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871008,1987-10-08,7.629198675279858E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871009,1987-10-09,7.654182330655695E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871010,1987-10-10,7.562200866720284E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871011,1987-10-11,7.619000793056389E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871012,1987-10-12,7.643741652788351E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871013,1987-10-13,7.649781749780005E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871014,1987-10-14,7.62404568934639E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871015,1987-10-15,7.546238818480978E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871016,1987-10-16,7.618592381382901E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871017,1987-10-17,7.730000207957578E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871018,1987-10-18,7.720382395246622E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871019,1987-10-19,7.687548106348593E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871020,1987-10-20,7.663198454404979E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871021,1987-10-21,7.694631243632355E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871022,1987-10-22,7.720140567686476E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871023,1987-10-23,7.704602048483287E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871024,1987-10-24,7.747924555524039E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871025,1987-10-25,7.765178503620619E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871026,1987-10-26,7.731129101454834E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871027,1987-10-27,7.682457028495667E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871028,1987-10-28,7.716089319025717E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871029,1987-10-29,7.707530863078816E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871030,1987-10-30,7.697863087336642E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871031,1987-10-31,7.715018283482635E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871101,1987-11-01,7.736592977086606E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871102,1987-11-02,7.747487157797443E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871103,1987-11-03,7.765528771187283E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871104,1987-11-04,7.798169848477892E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871105,1987-11-05,7.823843785096344E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871106,1987-11-06,7.815265384339557E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871107,1987-11-07,7.764418004306287E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871108,1987-11-08,7.712667611077112E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871109,1987-11-09,7.660926842254543E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871110,1987-11-10,7.670858959716791E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871111,1987-11-11,7.691792757644238E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871112,1987-11-12,7.623839536145566E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871113,1987-11-13,7.5882984749883E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871114,1987-11-14,7.657005112390915E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871115,1987-11-15,7.701495516660307E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871116,1987-11-16,7.724780848145735E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871117,1987-11-17,7.804450769918439E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871118,1987-11-18,7.835537709104489E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871119,1987-11-19,7.806276694641367E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871120,1987-11-20,7.762458996209428E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871121,1987-11-21,7.753675945333876E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871122,1987-11-22,7.658859257265726E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871123,1987-11-23,7.542636442868051E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871124,1987-11-24,7.522785700417505E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871125,1987-11-25,7.54712068796912E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871126,1987-11-26,7.610276298443288E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871127,1987-11-27,7.682402967777312E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871128,1987-11-28,7.736387079981133E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871129,1987-11-29,7.752140828632506E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871130,1987-11-30,7.766867179191336E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871201,1987-12-01,7.768108442501953E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871202,1987-12-02,7.752321597824246E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871203,1987-12-03,7.715452067239644E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871204,1987-12-04,7.6716381692828E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871205,1987-12-05,7.640453171571826E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871206,1987-12-06,7.643423486534885E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871207,1987-12-07,7.687027251544733E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871208,1987-12-08,7.689633587822641E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871209,1987-12-09,7.693359768600977E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871210,1987-12-10,7.708896604728844E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871211,1987-12-11,7.694057959146072E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871212,1987-12-12,7.68633517764896E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871213,1987-12-13,7.642327883323409E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871214,1987-12-14,7.614632341178242E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871215,1987-12-15,7.642204822927382E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871216,1987-12-16,7.668270459996425E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871217,1987-12-17,7.719148147084169E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871218,1987-12-18,7.717722141407738E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871219,1987-12-19,7.763551060436414E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871220,1987-12-20,7.798277309545296E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871221,1987-12-21,7.802654552196582E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871222,1987-12-22,7.803531188579616E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871223,1987-12-23,7.77448809454783E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871224,1987-12-24,7.75578376406136E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871225,1987-12-25,7.756220605651344E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871226,1987-12-26,7.813540358017197E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871227,1987-12-27,7.82229555936735E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871228,1987-12-28,7.828172933222693E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871229,1987-12-29,7.822341995359619E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871230,1987-12-30,7.772374228706831E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19871231,1987-12-31,7.672662251813895E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880101,1988-01-01,7.689602997720813E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880102,1988-01-02,7.639612956607779E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880103,1988-01-03,7.613870429219182E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880104,1988-01-04,7.642972027438228E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880105,1988-01-05,7.638528905914966E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880106,1988-01-06,7.631545757266005E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880107,1988-01-07,7.724457330066154E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880108,1988-01-08,7.77866954417001E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880109,1988-01-09,7.778960581031123E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880110,1988-01-10,7.759401477388704E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880111,1988-01-11,7.765194968884813E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880112,1988-01-12,7.719622089564514E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880113,1988-01-13,7.653565713695798E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880114,1988-01-14,7.671384473338904E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880115,1988-01-15,7.696973381762747E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880116,1988-01-16,7.74387766430867E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880117,1988-01-17,7.758757404667227E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880118,1988-01-18,7.721965549448938E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880119,1988-01-19,7.661791792296942E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880120,1988-01-20,7.657780448796175E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880121,1988-01-21,7.690429166037454E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880122,1988-01-22,7.666007308586523E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880123,1988-01-23,7.709186439402896E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880124,1988-01-24,7.619327473644551E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880125,1988-01-25,7.557579597665375E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880126,1988-01-26,7.614044903178827E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880127,1988-01-27,7.637774837416592E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880128,1988-01-28,7.605578897653885E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880129,1988-01-29,7.504068521177657E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880130,1988-01-30,7.557992472014745E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880131,1988-01-31,7.656488199084988E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880201,1988-02-01,7.610585456026147E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880202,1988-02-02,7.650622552466803E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880203,1988-02-03,7.670612767241328E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880204,1988-02-04,7.626396385485745E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880205,1988-02-05,7.616483766610071E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880206,1988-02-06,7.600877810134337E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880207,1988-02-07,7.679446162412668E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880208,1988-02-08,7.65810043483687E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880209,1988-02-09,7.650378576520418E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880210,1988-02-10,7.676297113919716E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880211,1988-02-11,7.648201201636914E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880212,1988-02-12,7.689078423669907E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880213,1988-02-13,7.760462001615912E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880214,1988-02-14,7.763442014310687E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880215,1988-02-15,7.761637278215839E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880216,1988-02-16,7.756503834978003E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880217,1988-02-17,7.768237351589659E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880218,1988-02-18,7.769217521568597E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880219,1988-02-19,7.774942666199411E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880220,1988-02-20,7.775599847531886E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880221,1988-02-21,7.786898632774231E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880222,1988-02-22,7.781404444713487E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880223,1988-02-23,7.712087970233215E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880224,1988-02-24,7.66241577301252E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880225,1988-02-25,7.67906487207395E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880226,1988-02-26,7.720675506482576E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880227,1988-02-27,7.723128881179126E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880228,1988-02-28,7.710511965031464E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880229,1988-02-29,7.645615611316492E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880301,1988-03-01,7.63981272325901E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880302,1988-03-02,7.701078723170496E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880303,1988-03-03,7.666973348047266E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880304,1988-03-04,7.616942160035208E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880305,1988-03-05,7.659707018485756E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880306,1988-03-06,7.711146322015117E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880307,1988-03-07,7.712487118028757E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880308,1988-03-08,7.747057876655524E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880309,1988-03-09,7.778412783044894E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880310,1988-03-10,7.793274736216586E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880311,1988-03-11,7.798579617443936E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880312,1988-03-12,7.75193491579592E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880313,1988-03-13,7.700762890432224E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880314,1988-03-14,7.675023843271988E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880315,1988-03-15,7.659688071018446E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880316,1988-03-16,7.59418946888893E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880317,1988-03-17,7.650474080001498E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880318,1988-03-18,7.685005173089784E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880319,1988-03-19,7.717879140776932E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880320,1988-03-20,7.702439670584547E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880321,1988-03-21,7.679663619272565E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880322,1988-03-22,7.718255096926328E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880323,1988-03-23,7.7326685475772E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880324,1988-03-24,7.739402784013957E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880325,1988-03-25,7.697115899887111E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880326,1988-03-26,7.70763767181378E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880327,1988-03-27,7.7489126123502E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880328,1988-03-28,7.747105813391385E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880329,1988-03-29,7.662165530997113E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880330,1988-03-30,7.603024120260065E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880331,1988-03-31,7.654734590323135E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880401,1988-04-01,7.699803870751767E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880402,1988-04-02,7.680103152197595E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880403,1988-04-03,7.688379888988281E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880404,1988-04-04,7.684841942328995E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880405,1988-04-05,7.686813927979616E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880406,1988-04-06,7.676114035793951E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880407,1988-04-07,7.67059969864788E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880408,1988-04-08,7.684547893991129E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880409,1988-04-09,7.698054272425612E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880410,1988-04-10,7.729504213697879E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880411,1988-04-11,7.706692046851114E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880412,1988-04-12,7.657228599074242E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880413,1988-04-13,7.722903865917944E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880414,1988-04-14,7.740070470203418E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880415,1988-04-15,7.701532299664926E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880416,1988-04-16,7.655132948174014E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880417,1988-04-17,7.656342510739958E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880418,1988-04-18,7.672213405113776E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
19880419,1988-04-19,7.650951694119073E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
