system:index,date,u_component_of_wind_10m,.geo
19851122,1985-11-22,634365.0298119059,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851123,1985-11-23,666033.6794020328,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851124,1985-11-24,-533919.0714586073,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851125,1985-11-25,-668846.1645509691,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851126,1985-11-26,-355333.8026730546,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851127,1985-11-27,1060503.7820855125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851128,1985-11-28,1348732.8312420829,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851129,1985-11-29,112916.93429790903,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851130,1985-11-30,178233.24309681368,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851201,1985-12-01,-581141.4366814782,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851202,1985-12-02,-332056.2164153953,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851203,1985-12-03,183373.55812559958,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851204,1985-12-04,-337058.78800872783,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851205,1985-12-05,424771.7094970309,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851206,1985-12-06,1923674.626485358,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851207,1985-12-07,1021075.9700290534,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851208,1985-12-08,40548.621067995584,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851209,1985-12-09,1079942.1935474582,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851210,1985-12-10,12223.412035529676,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851211,1985-12-11,-653486.1837379768,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851212,1985-12-12,-291597.1905693362,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851213,1985-12-13,313889.74250789307,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851214,1985-12-14,487697.9686400866,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851215,1985-12-15,435072.1139767844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851216,1985-12-16,690340.3552464214,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851217,1985-12-17,929128.1304537903,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851218,1985-12-18,1280106.0542503474,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851219,1985-12-19,1110697.2404480563,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851220,1985-12-20,854358.1167725776,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851221,1985-12-21,231383.73567515757,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851222,1985-12-22,-60132.86609915247,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851223,1985-12-23,1035087.0392951331,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851224,1985-12-24,237476.39324212784,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851225,1985-12-25,1173194.872927077,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851226,1985-12-26,2319385.9107261454,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851227,1985-12-27,-1040.8968114120653,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851228,1985-12-28,-856862.48655672,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851229,1985-12-29,1020268.8171620942,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851230,1985-12-30,156148.71618182433,"{""type"":""MultiPoint"",""coordinates"":[]}"
19851231,1985-12-31,-102888.87824319124,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860101,1986-01-01,281749.4074333663,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860102,1986-01-02,2001650.4325276494,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860103,1986-01-03,1011002.9523816574,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860104,1986-01-04,1187328.0215653016,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860105,1986-01-05,1237140.7621453418,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860106,1986-01-06,2349116.1030974435,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860107,1986-01-07,-804308.2333459251,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860108,1986-01-08,581093.780344454,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860109,1986-01-09,1050206.007075997,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860110,1986-01-10,1132508.8444468519,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860111,1986-01-11,2939402.0804211185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860112,1986-01-12,3068165.612703807,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860113,1986-01-13,3480695.004361549,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860114,1986-01-14,4079620.2278728406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860115,1986-01-15,3580788.9479024173,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860116,1986-01-16,1997034.6962050686,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860117,1986-01-17,924346.6596846222,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860118,1986-01-18,1800783.7002528002,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860119,1986-01-19,2724416.834303684,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860120,1986-01-20,1784729.0447666254,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860121,1986-01-21,1367104.2702418545,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860122,1986-01-22,2514768.474124409,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860123,1986-01-23,4158600.326975095,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860124,1986-01-24,3780333.737934024,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860125,1986-01-25,2057286.3911534399,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860126,1986-01-26,677036.7512114781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860127,1986-01-27,296020.6978830996,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860128,1986-01-28,651952.8616210917,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860129,1986-01-29,-586977.0838189005,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860130,1986-01-30,-1312590.9851508907,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860131,1986-01-31,-824659.0201571707,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860201,1986-02-01,-64706.15611638976,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860202,1986-02-02,-1385668.6666432153,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860203,1986-02-03,-1773136.163711079,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860204,1986-02-04,-1311857.6632745785,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860205,1986-02-05,-51993.99926425816,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860206,1986-02-06,387849.6528847177,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860207,1986-02-07,-1157783.6642230023,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860208,1986-02-08,-1313090.8439385071,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860209,1986-02-09,68696.95368884926,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860210,1986-02-10,-129185.51994278861,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860211,1986-02-11,-866461.9809413203,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860212,1986-02-12,-1333156.9129691157,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860213,1986-02-13,-2085886.01388183,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860214,1986-02-14,-1842521.159742054,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860215,1986-02-15,-746241.8431546171,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860216,1986-02-16,-1546958.710133159,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860217,1986-02-17,-1729637.2619138137,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860218,1986-02-18,-1388078.4921710328,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860219,1986-02-19,-147262.3237329884,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860220,1986-02-20,-578530.9743556171,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860221,1986-02-21,-1350115.0274907695,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860222,1986-02-22,-284597.5095204192,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860223,1986-02-23,-463950.2378670584,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860224,1986-02-24,-792815.1267484736,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860225,1986-02-25,-1419917.4826578493,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860226,1986-02-26,-2745747.3758642757,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860227,1986-02-27,-2638405.3478122163,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860228,1986-02-28,-2379751.372561943,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860301,1986-03-01,-2129102.81089513,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860302,1986-03-02,-801918.1165917342,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860303,1986-03-03,748405.1185552685,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860304,1986-03-04,1210840.86868589,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860305,1986-03-05,1127084.3899848862,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860306,1986-03-06,1290312.5446273566,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860307,1986-03-07,146322.70770529157,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860308,1986-03-08,-764690.6057493563,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860309,1986-03-09,-109406.17876265253,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860310,1986-03-10,-78970.00369318668,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860311,1986-03-11,455613.5453533827,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860312,1986-03-12,-620497.8337068504,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860313,1986-03-13,-573217.4375539599,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860314,1986-03-14,54000.958158840884,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860315,1986-03-15,-950275.7415289691,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860316,1986-03-16,-383753.43043590983,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860317,1986-03-17,-554378.9021289251,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860318,1986-03-18,-290796.64451119245,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860319,1986-03-19,1432431.0341125047,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860320,1986-03-20,1483857.0004183163,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860321,1986-03-21,1964639.0387631417,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860322,1986-03-22,1265102.8960975837,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860323,1986-03-23,2781663.029888662,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860324,1986-03-24,3699748.101685441,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860325,1986-03-25,3050024.3196125845,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860326,1986-03-26,2112736.0660810797,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860327,1986-03-27,1660748.2750987653,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860328,1986-03-28,2343138.0041222717,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860329,1986-03-29,3082646.5264568534,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860330,1986-03-30,3199282.9432533532,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860331,1986-03-31,3558050.4781721802,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860401,1986-04-01,1329500.3953557857,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860402,1986-04-02,-408080.52778588026,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860403,1986-04-03,751729.7177157751,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860404,1986-04-04,-327677.7608597628,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860405,1986-04-05,-747223.4537401554,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860406,1986-04-06,-1349127.341684942,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860407,1986-04-07,-256619.51217785155,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860408,1986-04-08,173510.81937505747,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860409,1986-04-09,567806.4374668824,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860410,1986-04-10,70264.50005829839,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860411,1986-04-11,-1136189.08577898,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860412,1986-04-12,769826.8273595939,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860413,1986-04-13,1627472.1843263202,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860414,1986-04-14,1165846.625502779,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860415,1986-04-15,471380.5250462683,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860416,1986-04-16,964184.4769127723,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860417,1986-04-17,1472519.0667368863,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860418,1986-04-18,2118237.904336088,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860419,1986-04-19,1941932.4755764105,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860420,1986-04-20,2105841.329039305,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860421,1986-04-21,1261118.0927270104,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860422,1986-04-22,730870.075305523,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860423,1986-04-23,-395773.9929604508,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860424,1986-04-24,280365.83783642814,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860425,1986-04-25,-838089.3286576904,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860426,1986-04-26,589446.8991778365,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860427,1986-04-27,1718532.4258817672,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860428,1986-04-28,1257285.3680064392,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860429,1986-04-29,1242726.9612169536,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860430,1986-04-30,55521.38201197023,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860501,1986-05-01,-1149737.876557691,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860502,1986-05-02,-371674.6433098648,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860503,1986-05-03,649095.5682246935,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860504,1986-05-04,-501443.13660105993,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860505,1986-05-05,335936.7564116516,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860506,1986-05-06,-151573.21852823405,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860507,1986-05-07,785959.0086096181,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860508,1986-05-08,1526528.907583293,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860509,1986-05-09,1139615.8516190993,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860510,1986-05-10,1260920.8707680018,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860511,1986-05-11,1447478.6188593174,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860512,1986-05-12,540828.8101005851,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860513,1986-05-13,995549.9390532954,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860514,1986-05-14,1109651.1472032375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860515,1986-05-15,1027931.7055107448,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860516,1986-05-16,-683775.2989266308,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860517,1986-05-17,-696020.4152865898,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860518,1986-05-18,460847.82999151613,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860519,1986-05-19,-971359.8764880919,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860520,1986-05-20,-137499.31200500726,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860521,1986-05-21,1978659.865322151,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860522,1986-05-22,489322.86380246433,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860523,1986-05-23,579558.2844868992,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860524,1986-05-24,1385231.2810587508,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860525,1986-05-25,-681408.2188761221,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860526,1986-05-26,313447.4055474193,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860527,1986-05-27,1451062.8513912922,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860528,1986-05-28,1460651.8190699904,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860529,1986-05-29,1659904.234332962,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860530,1986-05-30,814905.1169474104,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860531,1986-05-31,826693.8830652896,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860601,1986-06-01,1068802.037234468,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860602,1986-06-02,1265317.9990849816,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860603,1986-06-03,1793721.7963111734,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860604,1986-06-04,2516174.6494518844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860605,1986-06-05,1087903.6510095098,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860606,1986-06-06,1613798.8474018455,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860607,1986-06-07,1958564.235516305,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860608,1986-06-08,1251049.0571816957,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860609,1986-06-09,-64494.634855133205,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860610,1986-06-10,1327725.4947702826,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860611,1986-06-11,1236859.1017082976,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860612,1986-06-12,-243393.1403325731,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860613,1986-06-13,-742885.132144514,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860614,1986-06-14,-1307344.5038912846,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860615,1986-06-15,-1276030.6963587063,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860616,1986-06-16,-172719.1222055438,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860617,1986-06-17,1343529.8774188187,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860618,1986-06-18,288082.69856636284,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860619,1986-06-19,-882776.2603412303,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860620,1986-06-20,-1343045.7794410752,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860621,1986-06-21,-718666.0800339903,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860622,1986-06-22,155541.5039686494,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860623,1986-06-23,868016.5621732364,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860624,1986-06-24,303978.53391307965,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860625,1986-06-25,-1549785.060984315,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860626,1986-06-26,-1907396.0518591143,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860627,1986-06-27,-698282.1222294718,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860628,1986-06-28,-623761.5563208302,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860629,1986-06-29,-376447.82062253595,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860630,1986-06-30,890215.2059779267,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860701,1986-07-01,30136.322824950825,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860702,1986-07-02,-437669.61433071096,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860703,1986-07-03,1132555.9769668707,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860704,1986-07-04,869295.869952173,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860705,1986-07-05,925350.4402230296,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860706,1986-07-06,1902391.8279338288,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860707,1986-07-07,1957539.7337108036,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860708,1986-07-08,1315073.5801185747,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860709,1986-07-09,962744.4992536089,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860710,1986-07-10,919982.3360506615,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860711,1986-07-11,126505.50014616318,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860712,1986-07-12,-36614.112036006605,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860713,1986-07-13,70923.56585005185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860714,1986-07-14,21880.15214886058,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860715,1986-07-15,-258002.42567322298,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860716,1986-07-16,-604483.67294202,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860717,1986-07-17,752008.4929897364,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860718,1986-07-18,259572.5651706664,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860719,1986-07-19,39806.67546168685,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860720,1986-07-20,447868.95421909075,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860721,1986-07-21,537464.2318344585,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860722,1986-07-22,12045.899680407674,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860723,1986-07-23,1407308.8088620345,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860724,1986-07-24,1774417.6989595094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860725,1986-07-25,1411657.73640439,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860726,1986-07-26,1420542.4597389281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860727,1986-07-27,885208.4149853261,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860728,1986-07-28,162815.32538456412,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860729,1986-07-29,1838698.811806356,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860730,1986-07-30,116147.5300576069,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860731,1986-07-31,1907450.0639942398,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860801,1986-08-01,313695.622780618,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860802,1986-08-02,747643.8443654958,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860803,1986-08-03,-380651.35887169716,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860804,1986-08-04,1503548.6079105227,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860805,1986-08-05,274437.9115033608,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860806,1986-08-06,453942.49343853234,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860807,1986-08-07,1869464.3657942961,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860808,1986-08-08,562045.9248941449,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860809,1986-08-09,-447583.26265299565,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860810,1986-08-10,-33421.26834807775,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860811,1986-08-11,707840.7829406795,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860812,1986-08-12,1091120.3923837377,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860813,1986-08-13,196199.17969670903,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860814,1986-08-14,435396.2179424011,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860815,1986-08-15,740415.557034758,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860816,1986-08-16,377612.1496588937,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860817,1986-08-17,-478488.9939931972,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860818,1986-08-18,340424.6828384359,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860819,1986-08-19,1662570.8450380354,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860820,1986-08-20,319356.4723746473,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860821,1986-08-21,-203795.18696352886,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860822,1986-08-22,1372784.8113083607,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860823,1986-08-23,1984741.9442549425,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860824,1986-08-24,1816413.5942596325,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860825,1986-08-25,-160901.67553414978,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860826,1986-08-26,2410306.925879786,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860827,1986-08-27,2285168.719876864,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860828,1986-08-28,1750799.2657036409,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860829,1986-08-29,1905222.2124308595,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860830,1986-08-30,993638.4473893007,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860831,1986-08-31,-265161.1457859997,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860901,1986-09-01,542280.5201265297,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860902,1986-09-02,1468920.3698448176,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860903,1986-09-03,1623135.550185748,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860904,1986-09-04,-631337.5522643868,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860905,1986-09-05,-882165.1736464364,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860906,1986-09-06,523072.87186344643,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860907,1986-09-07,454936.2444049531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860908,1986-09-08,-59956.40110108971,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860909,1986-09-09,-847789.4697498153,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860910,1986-09-10,-604787.2225694165,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860911,1986-09-11,-1165061.0884019192,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860912,1986-09-12,-661918.6451364384,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860913,1986-09-13,-106489.08843726355,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860914,1986-09-14,831559.2700465888,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860915,1986-09-15,-243396.18421619508,"{""type"":""MultiPoint"",""coordinates"":[]}"
19860916,1986-09-16,-1073928.1463082705,"{""type"":""MultiPoint"",""coordinates"":[]}"
