system:index,date,total_precipitation_sum,.geo
19930902,1993-09-02,65.93787916832966,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930903,1993-09-03,409.23284962667225,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930904,1993-09-04,417.4924135909455,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930905,1993-09-05,71.11889487076515,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930906,1993-09-06,654.0994835117773,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930907,1993-09-07,5229.6544236107675,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930908,1993-09-08,3696.2543662787493,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930909,1993-09-09,7286.968638299029,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930910,1993-09-10,3475.4123874603565,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930911,1993-09-11,5895.6949969570105,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930912,1993-09-12,4023.7864668310212,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930913,1993-09-13,10347.958392405413,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930914,1993-09-14,5478.992471197205,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930915,1993-09-15,4206.866941944425,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930916,1993-09-16,949.5932680641451,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930917,1993-09-17,514.9116497194647,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930918,1993-09-18,415.8261547836548,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930919,1993-09-19,157.72958935159807,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930920,1993-09-20,1615.354097246292,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930921,1993-09-21,5767.219318043485,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930922,1993-09-22,13760.786511681452,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930923,1993-09-23,14458.4115738695,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930924,1993-09-24,13998.707717497502,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930925,1993-09-25,5016.705422509849,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930926,1993-09-26,2636.9435294533105,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930927,1993-09-27,2821.8511978336733,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930928,1993-09-28,1925.0387947621405,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930929,1993-09-29,1025.7668989226354,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930930,1993-09-30,6096.625169947853,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931001,1993-10-01,9077.398606654835,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931002,1993-10-02,5005.59004799162,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931003,1993-10-03,3145.840867869515,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931004,1993-10-04,3521.881273125138,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931005,1993-10-05,8700.028934063123,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931006,1993-10-06,5204.092755696485,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931007,1993-10-07,3560.8486743334024,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931008,1993-10-08,6818.219226623802,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931009,1993-10-09,1036.6324953394856,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931010,1993-10-10,3528.9282700217864,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931011,1993-10-11,6236.716200554095,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931012,1993-10-12,7045.226027485328,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931013,1993-10-13,6091.34914727071,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931014,1993-10-14,7557.536141355718,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931015,1993-10-15,1898.302739759637,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931016,1993-10-16,3031.1392053544487,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931017,1993-10-17,3723.7801934528597,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931018,1993-10-18,646.5844868159174,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931019,1993-10-19,460.88038454112797,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931020,1993-10-20,1092.760048931955,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931021,1993-10-21,1983.815885932891,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931022,1993-10-22,2324.972313366129,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931023,1993-10-23,2900.6630942043266,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931024,1993-10-24,1186.5716437480012,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931025,1993-10-25,197.1652512291152,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931026,1993-10-26,72.06549556026019,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931027,1993-10-27,278.70107792856976,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931028,1993-10-28,1595.1071731769352,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931029,1993-10-29,933.3391316927746,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931030,1993-10-30,256.765214615176,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931031,1993-10-31,2033.880411888571,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931101,1993-11-01,2230.805750626447,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931102,1993-11-02,1596.3160826206013,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931103,1993-11-03,1251.8205821870563,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931104,1993-11-04,889.522756579398,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931105,1993-11-05,1006.3935218201693,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931106,1993-11-06,2941.2940403376124,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931107,1993-11-07,1661.4200129568583,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931108,1993-11-08,592.8350303617185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931109,1993-11-09,476.8844607392784,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931110,1993-11-10,3250.8113024591075,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931111,1993-11-11,2679.9626941676834,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931112,1993-11-12,246.72667402045084,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931113,1993-11-13,1306.36083161898,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931114,1993-11-14,1998.1206774202783,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931115,1993-11-15,1132.7443338916032,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931116,1993-11-16,26.37509862798099,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931117,1993-11-17,2.30614500542082,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931118,1993-11-18,197.43648570717409,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931119,1993-11-19,497.0857063681926,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931120,1993-11-20,201.86081394212775,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931121,1993-11-21,222.5907572660226,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931122,1993-11-22,168.35893162914576,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931123,1993-11-23,1019.0049373143581,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931124,1993-11-24,1572.0985175914147,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931125,1993-11-25,40.744339348684235,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931126,1993-11-26,92.19970240176015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931127,1993-11-27,83.01353376507763,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931128,1993-11-28,63.94981398095979,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931129,1993-11-29,461.6093907397283,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931130,1993-11-30,7900.7238996338565,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931201,1993-12-01,1898.1902163736756,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931202,1993-12-02,529.3830496986571,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931203,1993-12-03,173.41698723866244,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931204,1993-12-04,254.32207390798908,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931205,1993-12-05,126.26443422319369,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931206,1993-12-06,366.70816175061185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931207,1993-12-07,4814.210829384012,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931208,1993-12-08,5523.350981712964,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931209,1993-12-09,1438.778605331492,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931210,1993-12-10,4478.612743672213,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931211,1993-12-11,2837.4003629053364,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931212,1993-12-12,2605.9647847710976,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931213,1993-12-13,3593.180033834034,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931214,1993-12-14,1716.6058856713362,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931215,1993-12-15,6560.889385070577,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931216,1993-12-16,4579.223722302138,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931217,1993-12-17,2033.8720963254855,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931218,1993-12-18,437.05231881973225,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931219,1993-12-19,6721.306744046873,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931220,1993-12-20,6497.12644939143,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931221,1993-12-21,3752.684243019542,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931222,1993-12-22,5854.96342672675,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931223,1993-12-23,6077.181548367936,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931224,1993-12-24,7852.947738336713,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931225,1993-12-25,9292.785972396068,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931226,1993-12-26,1019.2487397590667,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931227,1993-12-27,563.8858914679621,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931228,1993-12-28,1961.453238991876,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931229,1993-12-29,2954.5551071315667,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931230,1993-12-30,3554.9559933492874,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931231,1993-12-31,10599.10142884133,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940101,1994-01-01,4031.26747910606,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940102,1994-01-02,7761.317534362285,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940103,1994-01-03,5233.158162634214,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940104,1994-01-04,2953.331698400835,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940105,1994-01-05,8692.981333300027,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940106,1994-01-06,11691.302300276264,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940107,1994-01-07,7593.927844591598,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940108,1994-01-08,1466.9547117061845,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940109,1994-01-09,1798.6630488616318,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940110,1994-01-10,8403.055635178898,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940111,1994-01-11,2606.2825927479053,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940112,1994-01-12,1477.4209203323296,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940113,1994-01-13,2100.65541656786,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940114,1994-01-14,1824.5223005881173,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940115,1994-01-15,2397.8762951757176,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940116,1994-01-16,3066.1829835391372,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940117,1994-01-17,1106.2688028991147,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940118,1994-01-18,50.09341212474549,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940119,1994-01-19,1523.5362334857957,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940120,1994-01-20,226.5430958383778,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940121,1994-01-21,113.81835076861277,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940122,1994-01-22,186.39794595164744,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940123,1994-01-23,1441.442403201495,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940124,1994-01-24,4662.529832292834,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940125,1994-01-25,3614.639814934531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940126,1994-01-26,1905.7202102237309,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940127,1994-01-27,2598.3499614256266,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940128,1994-01-28,1787.4211327731673,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940129,1994-01-29,83.60552969520882,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940130,1994-01-30,297.01203861263537,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940131,1994-01-31,72.93559365689056,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940201,1994-02-01,318.55784454111745,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940202,1994-02-02,5750.381805236151,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940203,1994-02-03,9058.092923418793,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940204,1994-02-04,8285.904716875892,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940205,1994-02-05,3670.151446361502,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940206,1994-02-06,1686.550249307862,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940207,1994-02-07,2245.0747118720924,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940208,1994-02-08,1528.5431679675967,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940209,1994-02-09,2580.8543739216257,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940210,1994-02-10,2421.0663365970695,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940211,1994-02-11,4840.550082903857,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940212,1994-02-12,1271.7468460660557,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940213,1994-02-13,375.9662651135846,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940214,1994-02-14,3192.792575051237,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940215,1994-02-15,2127.7726611595044,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940216,1994-02-16,69.21469169538118,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940217,1994-02-17,138.5779133108855,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940218,1994-02-18,2804.2275398460315,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940219,1994-02-19,720.1851535114575,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940220,1994-02-20,7041.838764889573,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940221,1994-02-21,1375.7939419163783,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940222,1994-02-22,1221.560045446389,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940223,1994-02-23,5350.86820714187,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940224,1994-02-24,4028.033173446469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940225,1994-02-25,412.53261544644494,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940226,1994-02-26,111.4616445053312,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940227,1994-02-27,3585.2571998789526,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940228,1994-02-28,2371.9870739790776,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940301,1994-03-01,1624.3730367270116,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940302,1994-03-02,2987.8147914099272,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940303,1994-03-03,2271.7303805976903,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940304,1994-03-04,68.32930533849606,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940305,1994-03-05,635.2652789748183,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940306,1994-03-06,610.510454332241,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940307,1994-03-07,147.30328700725426,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940308,1994-03-08,618.5569349152659,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940309,1994-03-09,15.176748400985021,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940310,1994-03-10,55.04689174590793,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940311,1994-03-11,228.30795065642087,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940312,1994-03-12,2038.1006897584984,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940313,1994-03-13,2304.090476546804,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940314,1994-03-14,380.2023028746543,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940315,1994-03-15,849.5691523045446,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940316,1994-03-16,894.729529645324,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940317,1994-03-17,864.9756020171386,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940318,1994-03-18,1243.9169130111425,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940319,1994-03-19,2859.729134270143,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940320,1994-03-20,1456.4519776119673,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940321,1994-03-21,3972.374759017737,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940322,1994-03-22,190.7838229847745,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940323,1994-03-23,130.25640672800273,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940324,1994-03-24,251.95606258341013,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940325,1994-03-25,542.0248968193188,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940326,1994-03-26,1547.7271955826607,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940327,1994-03-27,56.01770145675446,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940328,1994-03-28,286.2727065836681,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940329,1994-03-29,268.47962954385594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940330,1994-03-30,608.4051558019072,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940331,1994-03-31,3425.8416857936304,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940401,1994-04-01,6582.7916070371075,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940402,1994-04-02,4990.340828633207,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940403,1994-04-03,3209.5077854688034,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940404,1994-04-04,8026.547302075641,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940405,1994-04-05,3949.1300687815333,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940406,1994-04-06,6305.090441471176,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940407,1994-04-07,7812.793035196042,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940408,1994-04-08,4181.466563586915,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940409,1994-04-09,8656.765842141882,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940410,1994-04-10,5008.295902053313,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940411,1994-04-11,1918.572836643382,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940412,1994-04-12,1842.8239745786802,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940413,1994-04-13,2130.534673611327,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940414,1994-04-14,2079.231560751973,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940415,1994-04-15,1712.0492133104115,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940416,1994-04-16,1915.3027182573644,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940417,1994-04-17,4084.3560568023177,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940418,1994-04-18,532.9395735288219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940419,1994-04-19,465.59211669848094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940420,1994-04-20,1692.3239197466924,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940421,1994-04-21,879.4960992534749,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940422,1994-04-22,162.44244735784048,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940423,1994-04-23,1323.7859508619579,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940424,1994-04-24,7237.212507340157,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940425,1994-04-25,3896.03261606193,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940426,1994-04-26,1114.0568648735937,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940427,1994-04-27,834.8935106422389,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940428,1994-04-28,35.958995934312824,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940429,1994-04-29,37.85017544807228,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940430,1994-04-30,16.990960713896467,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940501,1994-05-01,35.83296313923523,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940502,1994-05-02,147.85289545332353,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940503,1994-05-03,586.7800811750453,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940504,1994-05-04,3407.2906474505517,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940505,1994-05-05,822.0096126223749,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940506,1994-05-06,454.4476361163695,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940507,1994-05-07,4340.469951695793,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940508,1994-05-08,5266.302645468013,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940509,1994-05-09,1713.6786091492359,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940510,1994-05-10,118.69236579927463,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940511,1994-05-11,4214.631100512608,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940512,1994-05-12,1654.3522150726928,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940513,1994-05-13,1907.674633302527,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940514,1994-05-14,8372.386965712947,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940515,1994-05-15,903.3947943194158,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940516,1994-05-16,5284.640949655887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940517,1994-05-17,3141.4478977372955,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940518,1994-05-18,6343.279992048932,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940519,1994-05-19,2238.0707829624025,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940520,1994-05-20,5164.660039335422,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940521,1994-05-21,5479.494041300191,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940522,1994-05-22,4469.437645338638,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940523,1994-05-23,1864.4584248759934,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940524,1994-05-24,5916.42754782213,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940525,1994-05-25,1453.139135859645,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940526,1994-05-26,5297.349865566713,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940527,1994-05-27,626.0025667717644,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940528,1994-05-28,992.8588194116024,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940529,1994-05-29,738.7118790370996,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940530,1994-05-30,515.6588871973406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940531,1994-05-31,2.3767070635861045,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940601,1994-06-01,1645.4071843525487,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940602,1994-06-02,8808.805130265997,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940603,1994-06-03,2022.5728097773026,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940604,1994-06-04,5596.060701741982,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940605,1994-06-05,1133.7367293441287,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940606,1994-06-06,207.650143300408,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940607,1994-06-07,125.26918766368846,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940608,1994-06-08,4618.21537213221,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940609,1994-06-09,716.0353415881885,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940610,1994-06-10,987.0811685376193,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940611,1994-06-11,1501.4765904116841,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940612,1994-06-12,354.551454878204,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940613,1994-06-13,236.7483825224288,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940614,1994-06-14,62.45247789432791,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940615,1994-06-15,45.37557206918108,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940616,1994-06-16,57.903280015596586,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940617,1994-06-17,261.9222452459901,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940618,1994-06-18,1098.559716865692,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940619,1994-06-19,3819.915446721696,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940620,1994-06-20,710.3918475077108,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940621,1994-06-21,228.88854121581932,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940622,1994-06-22,150.09739640927887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940623,1994-06-23,55.97391888703787,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940624,1994-06-24,1658.1364663663858,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940625,1994-06-25,8966.433749097987,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940626,1994-06-26,5745.577309727612,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940627,1994-06-27,1586.678239329927,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940628,1994-06-28,182.85089946795165,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940629,1994-06-29,430.52502354510267,"{""type"":""MultiPoint"",""coordinates"":[]}"
19940630,1994-06-30,47.48917077060203,"{""type"":""MultiPoint"",""coordinates"":[]}"
