system:index,date,temperature_2m,.geo
19800101,1980-01-01,2.1571134459797287E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800102,1980-01-02,2.1476638082098287E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800103,1980-01-03,2.1444537147469997E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800104,1980-01-04,2.180740845634303E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800105,1980-01-05,2.184879352427414E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800106,1980-01-06,2.183184031238452E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800107,1980-01-07,2.18146901063263E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800108,1980-01-08,2.1730406418746865E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800109,1980-01-09,2.1727955846462256E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800110,1980-01-10,2.170065120146209E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800111,1980-01-11,2.143418609958939E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800112,1980-01-12,2.1303132988871616E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800113,1980-01-13,2.12702479951462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800114,1980-01-14,2.1336226189016116E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800115,1980-01-15,2.140435297011155E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800116,1980-01-16,2.137784399494422E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800117,1980-01-17,2.1383110433926636E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800118,1980-01-18,2.1423168609841985E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800119,1980-01-19,2.1559392767397738E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800120,1980-01-20,2.166452175836996E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800121,1980-01-21,2.1806940369756675E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800122,1980-01-22,2.189071697186923E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800123,1980-01-23,2.1880492803242835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800124,1980-01-24,2.2007977412086496E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800125,1980-01-25,2.1868494600907373E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800126,1980-01-26,2.1770690108567333E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800127,1980-01-27,2.1608117335772157E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800128,1980-01-28,2.1627506181276566E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800129,1980-01-29,2.1805723540600944E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800130,1980-01-30,2.2068076541649166E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800131,1980-01-31,2.2132602268387717E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800201,1980-02-01,2.18989605867119E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800202,1980-02-02,2.1984909620334196E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800203,1980-02-03,2.2067105865006816E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800204,1980-02-04,2.2266415580363464E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800205,1980-02-05,2.2240670471947974E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800206,1980-02-06,2.2133170169057542E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800207,1980-02-07,2.2045314309779328E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800208,1980-02-08,2.2092120275457674E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800209,1980-02-09,2.2224341431927562E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800210,1980-02-10,2.207988281688211E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800211,1980-02-11,2.1887364978896415E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800212,1980-02-12,2.1876208971482205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800213,1980-02-13,2.1920310697855502E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800214,1980-02-14,2.1952592711380976E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800215,1980-02-15,2.2011255405832213E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800216,1980-02-16,2.2046137936705384E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800217,1980-02-17,2.1983573091737384E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800218,1980-02-18,2.1931349490624106E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800219,1980-02-19,2.1964644374989444E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800220,1980-02-20,2.2009998924897122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800221,1980-02-21,2.199601681922952E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800222,1980-02-22,2.205910882653413E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800223,1980-02-23,2.200315147939994E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800224,1980-02-24,2.192135719075347E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800225,1980-02-25,2.193123351059559E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800226,1980-02-26,2.1963903858050615E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800227,1980-02-27,2.1919546003995734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800228,1980-02-28,2.1813181838289356E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800229,1980-02-29,2.1801610918022078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800301,1980-03-01,2.1905463217840695E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800302,1980-03-02,2.192456605895234E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800303,1980-03-03,2.1849022662066084E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800304,1980-03-04,2.1765527652186322E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800305,1980-03-05,2.1883916646092808E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800306,1980-03-06,2.2057533169137484E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800307,1980-03-07,2.200664809891649E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800308,1980-03-08,2.190940148041929E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800309,1980-03-09,2.1932728963824934E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800310,1980-03-10,2.1933433045443696E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800311,1980-03-11,2.1894498617737025E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800312,1980-03-12,2.196104141007635E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800313,1980-03-13,2.1871086766339082E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800314,1980-03-14,2.1763476587139893E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800315,1980-03-15,2.179176803020491E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800316,1980-03-16,2.1837442336677462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800317,1980-03-17,2.1877607871952593E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800318,1980-03-18,2.1994960577467299E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800319,1980-03-19,2.209237150464952E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800320,1980-03-20,2.1898265788308734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800321,1980-03-21,2.184369097511471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800322,1980-03-22,2.182027453491131E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800323,1980-03-23,2.1874680553086323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800324,1980-03-24,2.1998362531017482E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800325,1980-03-25,2.1985723828500283E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800326,1980-03-26,2.2086570861855662E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800327,1980-03-27,2.243382772248415E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800328,1980-03-28,2.2438592591382813E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800329,1980-03-29,2.2220532191758507E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800330,1980-03-30,2.2108166179428402E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800331,1980-03-31,2.2340040288519394E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800401,1980-04-01,2.2457793936413378E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800402,1980-04-02,2.2174881314982235E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800403,1980-04-03,2.1986622008706343E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800404,1980-04-04,2.1866266849928117E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800405,1980-04-05,2.1881001889130569E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800406,1980-04-06,2.1909144083228981E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800407,1980-04-07,2.1983938772119346E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800408,1980-04-08,2.1977156309730327E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800409,1980-04-09,2.1873652247987902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800410,1980-04-10,2.1970789087097162E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800411,1980-04-11,2.2134084680733886E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800412,1980-04-12,2.2278082796639287E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800413,1980-04-13,2.2362123867797598E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800414,1980-04-14,2.2425597062387705E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800415,1980-04-15,2.2368016514644194E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800416,1980-04-16,2.241239991807202E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800417,1980-04-17,2.2427757510059392E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800418,1980-04-18,2.2328913476392466E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800419,1980-04-19,2.226935141257038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800420,1980-04-20,2.20191249756494E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800421,1980-04-21,2.19533948773978E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800422,1980-04-22,2.1975348862828517E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800423,1980-04-23,2.2034830880850688E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800424,1980-04-24,2.207224840593925E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800425,1980-04-25,2.2116983805490416E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800426,1980-04-26,2.2122245138096693E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800427,1980-04-27,2.2147384900718367E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800428,1980-04-28,2.2187101734781313E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800429,1980-04-29,2.2230054510104603E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800430,1980-04-30,2.2274006207317215E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800501,1980-05-01,2.238050336308803E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800502,1980-05-02,2.2342176467847437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800503,1980-05-03,2.235054557621795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800504,1980-05-04,2.2305314932204607E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800505,1980-05-05,2.2280821102302963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800506,1980-05-06,2.230896894635126E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800507,1980-05-07,2.236713472093004E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800508,1980-05-08,2.2343711204237354E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800509,1980-05-09,2.2224886697180837E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800510,1980-05-10,2.2383156976739323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800511,1980-05-11,2.2586560050423074E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800512,1980-05-12,2.271146851250082E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800513,1980-05-13,2.2589154207300925E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800514,1980-05-14,2.2518586337658414E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800515,1980-05-15,2.2505134188166493E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800516,1980-05-16,2.239850864067877E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800517,1980-05-17,2.2416587259456298E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800518,1980-05-18,2.2481968892137623E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800519,1980-05-19,2.256530672665219E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800520,1980-05-20,2.2518446701686007E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800521,1980-05-21,2.2451392846928906E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800522,1980-05-22,2.2452861587351045E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800523,1980-05-23,2.2462857771050608E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800524,1980-05-24,2.2425792684116676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800525,1980-05-25,2.2496442800419804E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800526,1980-05-26,2.2542841033460957E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800527,1980-05-27,2.250840879052223E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800528,1980-05-28,2.2455361735059178E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800529,1980-05-29,2.2353273967606646E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800530,1980-05-30,2.2345922713914016E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800531,1980-05-31,2.2381695617618716E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800601,1980-06-01,2.243316639350997E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800602,1980-06-02,2.254904803232632E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800603,1980-06-03,2.2799509871288583E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800604,1980-06-04,2.2981243646437114E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800605,1980-06-05,2.296580016016844E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800606,1980-06-06,2.2799854069564095E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800607,1980-06-07,2.265750647266399E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800608,1980-06-08,2.2607181222103626E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800609,1980-06-09,2.2633990108160293E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800610,1980-06-10,2.2640667464925683E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800611,1980-06-11,2.2705720449052668E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800612,1980-06-12,2.2861305471097773E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800613,1980-06-13,2.301469693168882E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800614,1980-06-14,2.2898447122182518E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800615,1980-06-15,2.2750045466686058E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800616,1980-06-16,2.2779882035304835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800617,1980-06-17,2.264590588425076E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800618,1980-06-18,2.2633740332139742E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800619,1980-06-19,2.2719410027955386E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800620,1980-06-20,2.2590500755500817E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800621,1980-06-21,2.2523963866289687E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800622,1980-06-22,2.251906523664627E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800623,1980-06-23,2.254868321300654E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800624,1980-06-24,2.2530523963720304E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800625,1980-06-25,2.254481805039045E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800626,1980-06-26,2.252677026220044E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800627,1980-06-27,2.2508820606114355E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800628,1980-06-28,2.2543568124320966E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800629,1980-06-29,2.2622413418016362E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800630,1980-06-30,2.264469341205994E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800701,1980-07-01,2.2580267560861748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800702,1980-07-02,2.2578715480807507E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800703,1980-07-03,2.2650837205596587E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800704,1980-07-04,2.272224756667149E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800705,1980-07-05,2.2779221543043655E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800706,1980-07-06,2.279138722875633E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800707,1980-07-07,2.2814082019505456E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800708,1980-07-08,2.2681039210028598E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800709,1980-07-09,2.2581869436175236E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800710,1980-07-10,2.2569100351948157E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800711,1980-07-11,2.259651948094589E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800712,1980-07-12,2.2623522971281046E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800713,1980-07-13,2.2630947828733617E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800714,1980-07-14,2.2786556094374E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800715,1980-07-15,2.2754797927547193E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800716,1980-07-16,2.2656680452975905E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800717,1980-07-17,2.2664099201057866E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800718,1980-07-18,2.274933708825075E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800719,1980-07-19,2.2887129034489673E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800720,1980-07-20,2.2766931721762982E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800721,1980-07-21,2.2612221958290875E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800722,1980-07-22,2.2793135743351203E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800723,1980-07-23,2.301818297341348E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800724,1980-07-24,2.3111835225051457E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800725,1980-07-25,2.3264097266108733E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800726,1980-07-26,2.2980708673587507E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800727,1980-07-27,2.2934767370590657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800728,1980-07-28,2.315447623312325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800729,1980-07-29,2.3046723901169676E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800730,1980-07-30,2.2885539169144106E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800731,1980-07-31,2.300455196730923E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800801,1980-08-01,2.31693367331495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800802,1980-08-02,2.3331213274493158E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800803,1980-08-03,2.3223027482297564E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800804,1980-08-04,2.311902884526794E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800805,1980-08-05,2.3054387079132482E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800806,1980-08-06,2.297509978567009E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800807,1980-08-07,2.3109982984279418E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800808,1980-08-08,2.2989043448421097E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800809,1980-08-09,2.2978210023339862E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800810,1980-08-10,2.3015824446623692E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800811,1980-08-11,2.3009554553442413E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800812,1980-08-12,2.286467188161838E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800813,1980-08-13,2.2889047293695998E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800814,1980-08-14,2.316642742156555E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800815,1980-08-15,2.2959269051614335E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800816,1980-08-16,2.2837400858828086E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800817,1980-08-17,2.290763673239975E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800818,1980-08-18,2.2932467468727523E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800819,1980-08-19,2.2934423778213182E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800820,1980-08-20,2.2986234582460767E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800821,1980-08-21,2.3066285778575963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800822,1980-08-22,2.2887883319830954E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800823,1980-08-23,2.2709817781728345E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800824,1980-08-24,2.2688239301958102E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800825,1980-08-25,2.284224895971352E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800826,1980-08-26,2.2933027058418533E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800827,1980-08-27,2.2930015215442985E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800828,1980-08-28,2.294172926501745E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800829,1980-08-29,2.301686769246089E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800830,1980-08-30,2.2902694955464622E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800831,1980-08-31,2.2755471457625765E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800901,1980-09-01,2.2705486331019145E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800902,1980-09-02,2.2781402433148205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800903,1980-09-03,2.295553383500083E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800904,1980-09-04,2.2965445592210323E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800905,1980-09-05,2.2855287095652723E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800906,1980-09-06,2.2713684501359364E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800907,1980-09-07,2.2880661080977625E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800908,1980-09-08,2.2853840871737894E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800909,1980-09-09,2.2649751224388492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800910,1980-09-10,2.2666223717730606E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800911,1980-09-11,2.2812280785949948E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800912,1980-09-12,2.288403295893569E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800913,1980-09-13,2.2724578005529958E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800914,1980-09-14,2.2698283694322553E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800915,1980-09-15,2.275266207161927E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800916,1980-09-16,2.2887469011862487E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800917,1980-09-17,2.285659187282611E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800918,1980-09-18,2.2910842681639844E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800919,1980-09-19,2.3020588681261683E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800920,1980-09-20,2.298884066640113E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800921,1980-09-21,2.2901325826761848E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800922,1980-09-22,2.2816126380505455E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800923,1980-09-23,2.2762604091749492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800924,1980-09-24,2.2788490387289843E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800925,1980-09-25,2.2823381403231835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800926,1980-09-26,2.2821646833892876E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800927,1980-09-27,2.2812252130291572E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800928,1980-09-28,2.2883293716973817E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800929,1980-09-29,2.2851731741230813E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800930,1980-09-30,2.2809240552716434E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801001,1980-10-01,2.275623563635677E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801002,1980-10-02,2.2680845703720534E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801003,1980-10-03,2.2630484977525133E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801004,1980-10-04,2.2682127882787436E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801005,1980-10-05,2.260442582685657E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801006,1980-10-06,2.2597680683751446E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801007,1980-10-07,2.2625152128094035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801008,1980-10-08,2.2323955324717677E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801009,1980-10-09,2.2119575831777856E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801010,1980-10-10,2.213714203114447E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801011,1980-10-11,2.2260068614830288E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801012,1980-10-12,2.2146908427131137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
