system:index,date,evaporation_from_open_water_surfaces_excluding_oceans_sum,.geo
19930926,1993-09-26,-131.82746854227977,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930927,1993-09-27,-117.74236232279347,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930928,1993-09-28,-118.59533986524679,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930929,1993-09-29,-189.51236713075247,"{""type"":""MultiPoint"",""coordinates"":[]}"
19930930,1993-09-30,-108.46485478787434,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931001,1993-10-01,-101.69532684939809,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931002,1993-10-02,-125.98302112308467,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931003,1993-10-03,-116.77102580578557,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931004,1993-10-04,-121.8801131649767,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931005,1993-10-05,-97.31413347068255,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931006,1993-10-06,-135.0671270724499,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931007,1993-10-07,-149.3082439170566,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931008,1993-10-08,-80.12253300824437,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931009,1993-10-09,-160.11328464351124,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931010,1993-10-10,-129.13330607762302,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931011,1993-10-11,-128.84952216761212,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931012,1993-10-12,-173.18926781435994,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931013,1993-10-13,-175.7653374957909,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931014,1993-10-14,-140.7718697250618,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931015,1993-10-15,-110.97291082296249,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931016,1993-10-16,-126.20418705443703,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931017,1993-10-17,-118.02480848033123,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931018,1993-10-18,-129.9401618395512,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931019,1993-10-19,-110.00687181849185,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931020,1993-10-20,-93.37103863209111,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931021,1993-10-21,-122.81454314931887,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931022,1993-10-22,-135.8065797836719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931023,1993-10-23,-92.58149466501273,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931024,1993-10-24,-80.66565321726986,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931025,1993-10-25,-118.86969993608642,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931026,1993-10-26,-133.65840155272463,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931027,1993-10-27,-138.90458765329203,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931028,1993-10-28,-113.58148566030856,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931029,1993-10-29,-83.42474504113379,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931030,1993-10-30,-101.88239531747112,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931031,1993-10-31,-88.3359673220956,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931101,1993-11-01,-60.47171848974376,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931102,1993-11-02,-71.84278216408204,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931103,1993-11-03,-67.57303493793361,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931104,1993-11-04,-69.80988612079284,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931105,1993-11-05,-67.5252307094998,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931106,1993-11-06,-46.91729849158766,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931107,1993-11-07,-38.859392179868344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931108,1993-11-08,-39.51494052552751,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931109,1993-11-09,-61.877197699845865,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931110,1993-11-10,-44.01813223336402,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931111,1993-11-11,-36.75990397212479,"{""type"":""MultiPoint"",""coordinates"":[]}"
19931112,1993-11-12,-56.460592136236265,"{""type"":""MultiPoint"",""coordinates"":[]}"
